Track Name,Album Name,Album Release Date,Total Tracks on Album,Popularity,Artists,Duration (ms),Track Number,Sentiment,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo
Winter Wonderland,"Cheers, it's Christmas.",10/2/12,14,11,"Blake Shelton,",135413,8,0.101123596,0,1,4,0.133,0.646,0.696,2.16E-05,0.307,-6.537,0.0303,0.633,124.011
The Christmas Song,"Cheers, it's Christmas.",10/2/12,14,0,"Blake Shelton,",234400,9,0.071428571,5,1,4,0.828,0.318,0.31,6.46E-05,0.152,-10.134,0.0294,0.211,124.575
Blue Christmas - feat. Pistol Annies,"Cheers, it's Christmas.",10/2/12,14,0,"Blake Shelton,",126760,10,0.025,4,1,4,0.309,0.549,0.633,0.000377,0.181,-6.168,0.0251,0.711,100.02
I'll Be Home For Christmas,"Cheers, it's Christmas.",10/2/12,14,0,"Blake Shelton,",204093,11,0.25,9,1,4,0.537,0.381,0.296,7.69E-05,0.185,-9.995,0.0266,0.261,93.845
Silver Bells - feat. Xenia,"Cheers, it's Christmas.",10/2/12,14,0,"Blake Shelton,Xenia,",190293,12,0.139240506,7,1,3,0.56,0.27,0.296,0,0.0982,-10.312,0.0294,0.357,174.251
Time For Me To Come Home - feat. Dorothy Shackleford,"Cheers, it's Christmas.",10/2/12,14,0,"Blake Shelton,Dorothy Shackleford,",159986,13,0.155339806,9,1,4,0.51,0.694,0.527,0,0.117,-6.249,0.0297,0.571,124.889
The Very Best Time Of Year - feat. Trypta-Phunk,"Cheers, it's Christmas.",10/2/12,14,0,"Blake Shelton,Trypta-Phunk,",176853,14,0.364583333,5,1,4,0.77,0.817,0.553,0,0.113,-6.564,0.0326,0.502,113.057
Santa Claus is Coming To Town,It's The Holiday Season,10/19/18,9,28,"Martina McBride,",167520,1,0.111111111,0,1,4,0.652,0.731,0.377,0,0.0532,-8.067,0.0401,0.445,123.85
Most Wonderful Time of The Year,It's The Holiday Season,10/19/18,9,51,"Martina McBride,",211786,2,0.111111111,9,1,3,0.803,0.34,0.427,0,0.156,-8.42,0.0283,0.576,176.107
Winter Wonderland,It's The Holiday Season,10/19/18,9,31,"Martina McBride,",176200,3,0.168224299,2,0,4,0.789,0.657,0.459,0,0.0874,-7.74,0.0357,0.524,117.811
It's Beginning to Look A Lot Like Christmas,It's The Holiday Season,10/19/18,9,46,"Martina McBride,",159773,4,0.111111111,5,1,4,0.745,0.576,0.256,0,0.164,-9.007,0.0301,0.571,84.041
Rudolph The Red-Nosed Reindeer,It's The Holiday Season,10/19/18,9,27,"Martina McBride,",158093,5,0.111111111,8,1,4,0.606,0.671,0.459,0,0.109,-7.976,0.0364,0.568,131.864
Happy Holiday / It's The Holiday Season,It's The Holiday Season,10/19/18,9,47,"Martina McBride,",135546,6,0.111111111,10,1,4,0.66,0.597,0.583,0,0.0416,-6.143,0.048,0.573,77.568
Home For The Holidays,It's The Holiday Season,10/19/18,9,48,"Martina McBride,",195613,7,0.111111111,9,1,4,0.647,0.597,0.49,0,0.0829,-6.508,0.0316,0.592,137.764
Frosty The Snowman,It's The Holiday Season,10/19/18,9,29,"Martina McBride,",182013,8,0.111111111,8,1,4,0.429,0.611,0.612,0,0.294,-6.782,0.0621,0.735,143.783
My Favorite Things,It's The Holiday Season,10/19/18,9,50,"Martina McBride,",192626,9,0.111111111,3,0,3,0.842,0.478,0.268,0,0.112,-11.529,0.032,0.476,143.571
Jingle Bells,You Make It Feel Like Christmas,10/6/17,12,49,"Gwen Stefani,",177773,1,0.219653179,0,1,4,0.18,0.51,0.841,0,0.0298,-4.215,0.044,0.96,178.069
Let It Snow,You Make It Feel Like Christmas,10/6/17,12,61,"Gwen Stefani,",133973,2,0.127659574,11,1,4,0.268,0.506,0.87,0,0.161,-4.129,0.0684,0.591,119.219
My Gift Is You,You Make It Feel Like Christmas,10/6/17,12,44,"Gwen Stefani,",170200,3,0.328125,9,1,4,0.0881,0.675,0.855,0,0.0807,-5.28,0.053,0.821,122.983
Silent Night,You Make It Feel Like Christmas,10/6/17,12,42,"Gwen Stefani,",194053,4,0.492957746,4,1,4,0.733,0.282,0.473,1.98E-06,0.0996,-6.949,0.0286,0.154,105.879
When I Was A Little Girl,You Make It Feel Like Christmas,10/6/17,12,40,"Gwen Stefani,",208773,5,0.349593496,0,1,4,0.28,0.266,0.553,0,0.124,-6.264,0.0289,0.13,83.213
Last Christmas,You Make It Feel Like Christmas,10/6/17,12,42,"Gwen Stefani,",278173,6,-0.018450185,2,1,4,0.354,0.605,0.93,0,0.74,-4.122,0.0356,0.896,111.962
You Make It Feel Like Christmas (feat. Blake Shelton),You Make It Feel Like Christmas,10/6/17,12,73,"Gwen Stefani,Blake Shelton,",156773,7,0.407643312,2,0,4,0.0156,0.635,0.87,0,0.118,-4.291,0.04,0.912,93
Under The Christmas Lights,You Make It Feel Like Christmas,10/6/17,12,43,"Gwen Stefani,",168320,8,0.211267606,1,1,4,0.118,0.647,0.923,0,0.329,-5.29,0.0395,0.77,120.001
Santa Baby,You Make It Feel Like Christmas,10/6/17,12,45,"Gwen Stefani,",172693,9,0.057692308,1,1,4,0.472,0.681,0.702,0,0.273,-6.041,0.0527,0.651,91.019
White Christmas,You Make It Feel Like Christmas,10/6/17,12,42,"Gwen Stefani,",186693,10,0.246153846,10,0,4,0.0512,0.547,0.851,0,0.175,-5.515,0.0393,0.641,122.945
Never Kissed Anyone With Blue Eyes Before You,You Make It Feel Like Christmas,10/6/17,12,40,"Gwen Stefani,",182533,11,0.236220472,0,1,4,0.133,0.612,0.822,5.60E-06,0.114,-5.212,0.0276,0.828,89.959
Christmas Eve,You Make It Feel Like Christmas,10/6/17,12,45,"Gwen Stefani,",201586,12,0.049382716,9,1,3,0.691,0.444,0.416,0,0.0898,-7.585,0.025,0.346,77.957
Let It Snow! Let It Snow! Let It Snow!,Glow,10/28/16,11,55,"Brett Eldredge,",138653,1,0.134831461,1,0,4,0.741,0.629,0.532,0,0.312,-5.501,0.0374,0.659,128.044
"Baby, It's Cold Outside (feat. Meghan Trainor)",Glow,10/28/16,11,78,"Brett Eldredge,Meghan Trainor,",173560,2,0.097142857,1,1,4,0.738,0.583,0.572,0,0.266,-4.776,0.0366,0.684,113.998
I'll Be Home for Christmas,Glow,10/28/16,11,46,"Brett Eldredge,",207000,3,0.27027027,9,1,4,0.874,0.375,0.26,3.86E-05,0.316,-9.5,0.0311,0.278,112.569
The Christmas Song,Glow,10/28/16,11,55,"Brett Eldredge,",274546,4,0.185328185,4,1,4,0.775,0.572,0.405,0.00037,0.196,-9.684,0.0318,0.244,120.024
Glow,Glow,10/28/16,11,53,"Brett Eldredge,",209426,5,0.565217391,2,1,3,0.587,0.617,0.567,0,0.106,-5.75,0.0549,0.593,128.151
White Christmas,Glow,10/28/16,11,43,"Brett Eldredge,",193386,6,0.203389831,11,1,4,0.845,0.676,0.293,4.85E-05,0.117,-9.72,0.0366,0.332,102.241
Winter Wonderland,Glow,10/28/16,11,43,"Brett Eldredge,",163946,7,0.105263158,1,1,4,0.589,0.644,0.472,0,0.0767,-6.979,0.0386,0.508,125.954
Have Yourself a Merry Little Christmas,Glow,10/28/16,11,43,"Brett Eldredge,",278626,8,0.431578947,10,1,4,0.84,0.264,0.338,0,0.259,-8.27,0.0313,0.324,66.255
Silent Night,Glow,10/28/16,11,42,"Brett Eldredge,",237146,9,0.506849315,10,1,3,0.94,0.174,0.222,9.34E-06,0.123,-11.373,0.031,0.162,82.075
It's Beginning To Look a Lot Like Christmas,Glow,10/28/16,11,54,"Brett Eldredge,",174560,10,0.169811321,6,1,4,0.764,0.698,0.48,0,0.304,-6.162,0.0502,0.679,113.979
The First Noel,Glow,10/28/16,11,42,"Brett Eldredge,",154906,11,0.134020619,11,1,1,0.943,0.309,0.146,0,0.11,-10.071,0.0374,0.345,88.497
"Let It Snow, Let It Snow, Let It Snow",The Classic Christmas Album,9/27/13,16,52,"Martina McBride,",107573,1,0.0875,2,1,4,0.482,0.634,0.449,0,0.044,-8.722,0.0281,0.546,139.984
Silver Bells,The Classic Christmas Album,9/27/13,16,40,"Martina McBride,",162373,2,0.134328358,7,1,3,0.425,0.513,0.288,0,0.19,-9.651,0.0279,0.33,107.855
The Christmas Song (Chestnuts Roasting On an Open Fire),The Classic Christmas Album,9/27/13,16,51,"Martina McBride,",220360,3,0.108910891,10,1,4,0.616,0.347,0.315,0,0.163,-9.928,0.0287,0.102,134.107
Do You Hear What I Hear,The Classic Christmas Album,9/27/13,16,40,"Martina McBride,",236866,4,0.126436782,5,1,4,0.765,0.452,0.355,0,0.101,-10.831,0.0257,0.107,80.97
Hark! the Herald Angels Sing,The Classic Christmas Album,9/27/13,16,25,"Martina McBride,",148786,5,0.335616438,2,1,4,0.866,0.562,0.214,0,0.159,-7.879,0.0289,0.508,100.528
Away In a Manger,The Classic Christmas Album,9/27/13,16,37,"Martina McBride,",209213,6,0.104166667,10,1,3,0.709,0.185,0.285,0,0.108,-9.899,0.0304,0.309,83.078
Winter Wonderland,The Classic Christmas Album,9/27/13,16,36,"Martina McBride,",205746,7,0.168224299,5,1,4,0.615,0.564,0.31,0,0.217,-9.236,0.0314,0.364,120.833
Have Yourself a Merry Little Christmas,The Classic Christmas Album,9/27/13,16,37,"Martina McBride,",247186,8,0.361111111,9,1,5,0.468,0.184,0.348,1.02E-06,0.161,-7.443,0.0277,0.167,176.358
Blue Christmas,The Classic Christmas Album,9/27/13,16,35,"Elvis Presley,Martina McBride,",148546,9,0.028571429,4,1,4,0.808,0.461,0.608,3.73E-05,0.318,-8.906,0.0286,0.668,95.019
O Come All Ye Faithful,The Classic Christmas Album,9/27/13,16,37,"Martina McBride,",240493,10,0.422535211,0,1,4,0.865,0.4,0.18,0,0.179,-11.574,0.0284,0.175,88.036
Silent Night,The Classic Christmas Album,9/27/13,16,36,"Martina McBride,",203800,11,0.482758621,7,1,3,0.899,0.26,0.171,0.000271,0.12,-14.082,0.0316,0.196,84.494
White Christmas,The Classic Christmas Album,9/27/13,16,36,"Martina McBride,",200680,12,0.171428571,9,1,1,0.785,0.235,0.251,0,0.196,-11.679,0.0334,0.246,112.392
"Baby, It's Cold Outside",The Classic Christmas Album,9/27/13,16,0,"Dean Martin,Martina McBride,",174466,13,0.111111111,0,1,4,0.573,0.646,0.478,0,0.137,-7.576,0.0483,0.44,125.909
I'll Be Home for Christmas,The Classic Christmas Album,9/27/13,16,51,"Martina McBride,",192200,14,0.28125,7,1,4,0.567,0.263,0.337,3.23E-06,0.301,-9.404,0.0277,0.125,102.023
What Child Is This,The Classic Christmas Album,9/27/13,16,36,"Martina McBride,",226706,15,0.14,1,0,3,0.794,0.194,0.192,0,0.119,-11.664,0.031,0.0989,83.22
O Holy Night,The Classic Christmas Album,9/27/13,16,51,"Martina McBride,",226120,16,0.103448276,7,1,3,0.808,0.419,0.201,0,0.16,-11.4,0.0341,0.189,93.687
Doesn't Feel Like Christmas Without You,Noel,11/22/11,10,12,"Phil Vassar,",240680,1,,8,1,4,0.181,0.689,0.607,0,0.262,-8.023,0.0473,0.52,138.052
Oh Come All Ye Faithful/ Angels We Have Heard On High,Noel,11/22/11,10,14,"Phil Vassar,",240693,2,,5,1,4,0.258,0.608,0.514,0,0.133,-8.35,0.0251,0.428,107.989
I Saved Christmas,Noel,11/22/11,10,10,"Phil Vassar,",198533,3,,2,1,4,0.0161,0.666,0.896,2.10E-06,0.337,-4.506,0.0676,0.669,137.902
Merry Christmas Darling,Noel,11/22/11,10,50,"Phil Vassar,",189640,4,,6,0,4,0.182,0.513,0.53,0,0.307,-7.884,0.0253,0.275,78.949
Big Ole Texas Christmas With Ray Benson,Noel,11/22/11,10,11,"Phil Vassar,",195080,5,,2,1,4,0.166,0.557,0.785,1.77E-06,0.168,-6.04,0.105,0.513,170.324
Away In A Manger With Kellys Collins,Noel,11/22/11,10,11,"Phil Vassar,",183613,6,,2,1,3,0.431,0.546,0.387,0,0.21,-8.141,0.0238,0.188,86.945
Santa's Gone Hollywood,Noel,11/22/11,10,13,"Phil Vassar,",199746,7,,0,1,4,0.0922,0.752,0.789,0,0.104,-5.348,0.0363,0.88,117.941
I'll Be Home For Christmas,Noel,11/22/11,10,11,"Phil Vassar,",244600,8,,7,0,4,0.536,0.42,0.336,1.13E-06,0.103,-9.824,0.0262,0.254,74.232
Lets Make A Little Christmas Tonight,Noel,11/22/11,10,12,"Phil Vassar,",232426,9,0.180952381,2,0,3,0.229,0.376,0.539,0,0.0848,-6.799,0.0315,0.411,179.721
What Child Is This,Noel,11/22/11,10,10,"Phil Vassar,",197746,10,,11,0,3,0.367,0.324,0.726,0,0.0624,-7.917,0.04,0.48,151.055
The Christmas Song,It Must Be Christmas,10/14/16,10,40,"Chris Young,",214586,1,0.144329897,2,0,3,0.657,0.414,0.394,0,0.165,-8.412,0.0355,0.236,185.783
Christmas (Baby Please Come Home),It Must Be Christmas,10/14/16,10,43,"Chris Young,",162386,2,,6,1,4,0.0183,0.54,0.795,0,0.219,-5.554,0.0296,0.586,128.965
Under the Weather,It Must Be Christmas,10/14/16,10,41,"Chris Young,",187000,3,,0,1,4,0.204,0.488,0.717,0,0.156,-6.94,0.0301,0.809,76.039
There's a New Kid in Town,It Must Be Christmas,10/14/16,10,39,"Chris Young,Alan Jackson,",249613,4,,2,1,4,0.192,0.542,0.501,6.45E-05,0.179,-7.956,0.0266,0.174,77.974
Holly Jolly Christmas,It Must Be Christmas,10/14/16,10,39,"Chris Young,",138893,5,,0,1,4,0.0901,0.613,0.697,7.27E-06,0.18,-5.79,0.0283,0.883,136.042
Have Yourself a Merry Little Christmas,It Must Be Christmas,10/14/16,10,39,"Chris Young,",205240,6,,8,1,3,0.446,0.308,0.315,0,0.23,-10.017,0.0348,0.326,206.299
The First Noel,It Must Be Christmas,10/14/16,10,40,"Chris Young,Brad Paisley,",215360,7,,2,0,3,0.712,0.539,0.33,0,0.105,-7.956,0.0249,0.203,80.996
I'll Be Home for Christmas,It Must Be Christmas,10/14/16,10,38,"Chris Young,",218000,8,,9,1,4,0.916,0.556,0.24,2.51E-06,0.116,-11.276,0.0353,0.215,93.074
Silent Night,It Must Be Christmas,10/14/16,10,38,"Chris Young,Boyz II Men,",243960,9,,10,1,3,0.885,0.432,0.222,1.81E-06,0.122,-11.2,0.0314,0.261,85.868
It Must Be Christmas,It Must Be Christmas,10/14/16,10,51,"Chris Young,",211093,10,,2,1,4,0.0945,0.603,0.546,0,0.15,-7.426,0.0326,0.414,123.934
Rockin' Around The Christmas Tree,What A Wonderful World,10/12/04,10,27,"LeAnn Rimes,",158000,1,0.137254902,5,0,4,0.427,0.66,0.692,0,0.357,-5.239,0.156,0.811,144.075
A Different Kind Of Christmas,What A Wonderful World,10/12/04,10,18,"LeAnn Rimes,",221520,2,0.284313725,8,1,4,0.709,0.494,0.228,0,0.0814,-11.392,0.0346,0.314,133.512
White Christmas,What A Wonderful World,10/12/04,10,17,"LeAnn Rimes,",271520,3,0.206896552,10,1,4,0.646,0.414,0.159,5.12E-05,0.0932,-13.677,0.0328,0.0997,86.715
All I Want For Christmas Is You,What A Wonderful World,10/12/04,10,50,"LeAnn Rimes,",233000,4,0.256756757,5,0,3,0.511,0.549,0.469,0,0.314,-8.586,0.0409,0.501,108.176
Have Yourself A Merry Little Christmas,What A Wonderful World,10/12/04,10,19,"LeAnn Rimes,",241520,5,0.348484848,7,1,4,0.807,0.343,0.187,1.78E-06,0.114,-12.678,0.0342,0.171,129.699
What A Wonderful World,What A Wonderful World,10/12/04,10,18,"LeAnn Rimes,",178800,6,0.363636364,1,1,3,0.73,0.439,0.131,1.78E-06,0.189,-14.436,0.0282,0.115,83.971
The Christmas Song,What A Wonderful World,10/12/04,10,17,"LeAnn Rimes,",251146,7,0.031746032,0,0,4,0.639,0.346,0.198,0,0.125,-15.552,0.0391,0.172,118.127
Just Love Me,What A Wonderful World,10/12/04,10,12,"LeAnn Rimes,",167920,8,0.364705882,5,0,4,0.52,0.712,0.421,0,0.368,-10.313,0.0469,0.436,112.087
I Miss You Like Christmas,What A Wonderful World,10/12/04,10,16,"LeAnn Rimes,",221200,9,0.073170732,1,1,4,0.881,0.328,0.185,0,0.0594,-11.676,0.0351,0.14,146.921
O Holy Night,What A Wonderful World,10/12/04,10,22,"LeAnn Rimes,",221240,10,0.16,7,1,3,0.683,0.212,0.299,0,0.102,-10.329,0.034,0.207,179.46
Joy To The World,The Greatest Gift Of All,10/21/16,10,36,"Rascal Flatts,",217360,1,,7,1,4,0.161,0.427,0.877,0,0.103,-3.99,0.0536,0.645,149.978
O Holy Night,The Greatest Gift Of All,10/21/16,10,36,"Rascal Flatts,",292133,2,,0,1,3,0.844,0.271,0.195,6.15E-06,0.113,-9.79,0.0307,0.116,162.596
Deck The Halls,The Greatest Gift Of All,10/21/16,10,49,"Rascal Flatts,",197426,3,,1,1,3,0.712,0.408,0.43,0,0.107,-6.876,0.0264,0.26,183.951
A Strange Way To Save The World,The Greatest Gift Of All,10/21/16,10,37,"Rascal Flatts,",232666,4,,3,1,4,0.718,0.468,0.508,3.98E-06,0.099,-7.773,0.0282,0.27,129.642
Go Tell It On The Mountain,The Greatest Gift Of All,10/21/16,10,33,"Rascal Flatts,",212746,5,,2,1,4,0.0942,0.521,0.892,0,0.0534,-3.272,0.0686,0.776,176.006
Let It Snow,The Greatest Gift Of All,10/21/16,10,34,"Rascal Flatts,",172400,6,0.081967213,2,1,4,0.54,0.71,0.592,2.86E-05,0.158,-6.019,0.0272,0.669,111.025
Silent Night,The Greatest Gift Of All,10/21/16,10,32,"Rascal Flatts,",250640,7,,7,0,3,0.855,0.392,0.26,0,0.187,-8.248,0.0273,0.0843,73.903
Someday At Christmas,The Greatest Gift Of All,10/21/16,10,38,"Rascal Flatts,",194200,8,,5,1,4,0.618,0.63,0.679,0,0.268,-5.327,0.0264,0.614,95.997
The First Noel,The Greatest Gift Of All,10/21/16,10,33,"Rascal Flatts,",289253,9,,2,0,4,0.401,0.524,0.466,1.98E-06,0.106,-8.097,0.0246,0.175,95.994
Hark! The Herald Angels Sing,The Greatest Gift Of All,10/21/16,10,35,"Rascal Flatts,",228386,10,,7,1,4,0.886,0.303,0.123,0,0.249,-10.509,0.0302,0.376,84.006
A Holly Jolly Christmas,On This Winter's Night,1/1/12,12,56,"Lady Antebellum,",123413,1,0.288461538,8,1,4,0.38,0.646,0.463,0,0.0457,-6.529,0.0306,0.733,147.081
Christmas (Baby Please Come Home),On This Winter's Night,1/1/12,12,55,"Lady Antebellum,",189320,2,0.197916667,7,1,4,0.068,0.628,0.679,0,0.132,-4.658,0.0264,0.649,128.067
All I Want For Christmas Is You,On This Winter's Night,1/1/12,12,43,"Lady Antebellum,",215800,3,0.226804124,5,1,4,0.715,0.617,0.536,0,0.248,-6.855,0.0295,0.195,125.928
I'll Be Home For Christmas,On This Winter's Night,1/1/12,12,46,"Lady Antebellum,",200853,4,0.428571429,1,1,3,0.677,0.351,0.191,3.72E-06,0.139,-10.928,0.0291,0.224,148.83
This Christmas,On This Winter's Night,1/1/12,12,54,"Lady Antebellum,",199933,5,0.225806452,10,1,1,0.325,0.727,0.575,5.81E-05,0.0886,-5.183,0.0268,0.612,89.955
The First Noel,On This Winter's Night,1/1/12,12,45,"Lady Antebellum,",203173,6,0.046511628,8,1,3,0.862,0.453,0.172,0,0.11,-10.24,0.0257,0.244,76.932
On This Winter's Night,On This Winter's Night,1/1/12,12,43,"Lady Antebellum,",241746,7,0.210526316,1,1,3,0.568,0.375,0.489,1.02E-06,0.108,-7.862,0.0312,0.304,200.907
"Let It Snow, Let It Snow, Let It Snow",On This Winter's Night,1/1/12,12,53,"Lady Antebellum,",153080,8,0.037974684,0,1,4,0.745,0.68,0.48,0,0.0879,-7.03,0.0285,0.592,128.841
Have Yourself A Merry Little Christmas,On This Winter's Night,1/1/12,12,43,"Lady Antebellum,",249386,9,0.28125,2,1,3,0.762,0.504,0.338,8.40E-06,0.0939,-9.725,0.0247,0.194,102.96
Silent Night (Lord Of My Life),On This Winter's Night,1/1/12,12,42,"Lady Antebellum,",191546,10,0.4375,11,1,3,0.144,0.382,0.219,2.49E-05,0.0923,-9.199,0.0267,0.0451,97.883
Blue Christmas,On This Winter's Night,1/1/12,12,40,"Lady Antebellum,",208000,11,0.025974026,8,1,4,0.0714,0.682,0.839,6.68E-06,0.251,-4.837,0.0354,0.774,115.009
Silver Bells,On This Winter's Night,1/1/12,12,41,"Lady Antebellum,",299680,12,0.163043478,0,1,4,0.227,0.565,0.428,0.0169,0.19,-10.145,0.0252,0.223,133.039
White Christmas,A Holiday Collection,1/1/14,30,0,"George Strait,",183333,1,0.216216216,0,1,4,0.249,0.667,0.403,0.0598,0.157,-9.844,0.0337,0.462,107.38
There's A New Kid In Town,A Holiday Collection,1/1/14,30,0,"George Strait,",267400,2,0.160714286,4,1,4,0.151,0.495,0.501,5.29E-05,0.189,-9.091,0.0249,0.199,143.45
Winter Wonderland,A Holiday Collection,1/1/14,30,1,"George Strait,",143800,3,0.125,0,1,4,0.523,0.7,0.493,0.00051,0.107,-8.797,0.0327,0.473,128.179
Merry Christmas Strait To You,A Holiday Collection,1/1/14,30,0,"George Strait,",160466,4,0.315789474,5,1,4,0.313,0.636,0.567,0.000461,0.069,-8.581,0.0331,0.856,172.924
Away In A Manger,A Holiday Collection,1/1/14,30,0,"George Strait,",164400,5,0.219512195,5,1,3,0.648,0.635,0.245,1.30E-06,0.108,-13.382,0.0275,0.496,87.078
"For Christ's Sake, It's Christmas",A Holiday Collection,1/1/14,30,0,"George Strait,",193200,6,0.019607843,2,1,3,0.494,0.524,0.27,0,0.0787,-11.442,0.0249,0.163,81.907
Frosty The Snowman,A Holiday Collection,1/1/14,30,5,"George Strait,",138226,7,0.104166667,10,1,4,0.334,0.701,0.693,3.61E-06,0.0621,-7.69,0.0311,0.963,160.188
When It's Christmas Time In Texas,A Holiday Collection,1/1/14,30,1,"George Strait,",189573,8,0.151785714,0,1,4,0.332,0.667,0.539,0,0.0626,-8.237,0.0304,0.868,88.769
Santa Claus Is Coming To Town,A Holiday Collection,1/1/14,30,0,"George Strait,",132426,9,0.242990654,0,1,4,0.208,0.742,0.507,5.02E-06,0.0959,-8.337,0.0305,0.87,77.143
What A Merry Christmas This Could Be,A Holiday Collection,1/1/14,30,0,"George Strait,",185106,10,0.166666667,1,1,4,0.171,0.67,0.602,1.08E-06,0.0779,-7.775,0.0266,0.91,119.319
I Know What I Want For Christmas,A Holiday Collection,1/1/14,30,0,"George Strait,",202493,1,0.23655914,2,1,4,0.674,0.603,0.321,0.000284,0.265,-12.063,0.0342,0.286,94.909
Old Time Christmas,A Holiday Collection,1/1/14,30,0,"George Strait,",198933,2,0.033707865,1,1,4,0.678,0.566,0.331,0.000382,0.117,-12.238,0.0277,0.25,113.859
"Let It Snow, Let It Snow, Let It Snow",A Holiday Collection,1/1/14,30,0,"George Strait,",140933,3,0,0,1,4,0.657,0.619,0.396,1.43E-06,0.364,-10.599,0.0349,0.545,112.907
Jingle Bell Rock,A Holiday Collection,1/1/14,30,1,"George Strait,",134573,4,0.037974684,0,1,4,0.381,0.785,0.501,0,0.095,-8.809,0.0303,0.788,121.022
Merry Christmas (Wherever You Are),A Holiday Collection,1/1/14,30,2,"George Strait,",181160,5,0.314814815,7,1,3,0.707,0.434,0.276,0.00863,0.194,-12.736,0.0258,0.228,84.837
All I Want For Christmas (Is My Two Front Teeth),A Holiday Collection,1/1/14,30,0,"George Strait,",157440,6,0.082191781,9,1,4,0.716,0.753,0.491,0,0.308,-9.729,0.0424,0.792,127.01
The Christmas Song,A Holiday Collection,1/1/14,30,0,"George Strait,",240200,7,0.072463768,5,1,3,0.8,0.292,0.234,4.86E-05,0.174,-13.066,0.0307,0.0942,182.777
Noel Leon,A Holiday Collection,1/1/14,30,0,"George Strait,",176200,8,0.171717172,8,1,4,0.776,0.408,0.312,0.00119,0.127,-12.572,0.0357,0.299,181.679
Rudolph The Red-Nosed Reindeer,A Holiday Collection,1/1/14,30,10,"George Strait,",176800,9,0.142857143,9,1,4,0.717,0.728,0.404,5.08E-06,0.111,-11.403,0.0349,0.73,136.904
Santa's On His Way,A Holiday Collection,1/1/14,30,0,"George Strait,",127266,10,0.315789474,11,1,4,0.334,0.738,0.444,0,0.0858,-11.059,0.0316,0.428,142.822
Joy To The World,A Holiday Collection,1/1/14,30,0,"George Strait,",150773,1,0.373493976,7,1,4,0.467,0.568,0.4,0,0.101,-10.811,0.0238,0.613,80.093
We Three Kings,A Holiday Collection,1/1/14,30,0,"George Strait,",153986,2,0.302631579,4,0,3,0.678,0.413,0.353,0,0.179,-9.723,0.0262,0.285,150.206
Silent Night,A Holiday Collection,1/1/14,30,0,"George Strait,",190426,3,0.462686567,10,1,3,0.791,0.44,0.25,4.21E-05,0.105,-11.7,0.0256,0.155,78.427
Jingle Bells,A Holiday Collection,1/1/14,30,0,"George Strait,",148600,4,0.2265625,6,1,4,0.673,0.6,0.605,0,0.122,-8.58,0.0461,0.926,199.995
"O Come, All Ye Faithful",A Holiday Collection,1/1/14,30,0,"George Strait,",207906,5,0.590909091,5,1,4,0.61,0.531,0.306,0,0.228,-9.557,0.0245,0.47,90.982
Up On The Housetop,A Holiday Collection,1/1/14,30,9,"George Strait,",168720,6,0.0625,7,1,4,0.319,0.734,0.515,1.42E-05,0.268,-9.143,0.0368,0.949,163.015
We Wish You A Merry Christmas,A Holiday Collection,1/1/14,30,0,"George Strait,",107213,7,0.745762712,9,1,3,0.296,0.706,0.421,0,0.174,-10.395,0.0336,0.591,85.907
O Christmas Tree,A Holiday Collection,1/1/14,30,0,"George Strait,",147720,8,0.262295082,5,1,3,0.827,0.584,0.307,0,0.0867,-11.905,0.0283,0.306,77.552
"Hark, The Herald Angels Sing",A Holiday Collection,1/1/14,30,0,"George Strait,",151040,9,0.355140187,4,1,4,0.626,0.549,0.357,0,0.102,-10.415,0.0268,0.528,130.097
Deck The Halls,A Holiday Collection,1/1/14,30,3,"George Strait,",119120,10,0.065359477,4,1,4,0.273,0.593,0.502,0,0.129,-10.083,0.0287,0.854,162.047
"Let It Snow, Let It Snow, Let It Snow",Home For The Holidays,10/27/14,12,37,"Darius Rucker,",176200,1,0.051724138,0,0,4,0.553,0.601,0.481,3.45E-05,0.132,-8.847,0.0296,0.65,129.78
Have Yourself A Merry Little Christmas,Home For The Holidays,10/27/14,12,35,"Darius Rucker,",218973,2,0.345238095,10,1,4,0.808,0.388,0.341,6.25E-06,0.109,-8.962,0.0266,0.301,76.779
What God Wants For Christmas,Home For The Holidays,10/27/14,12,35,"Darius Rucker,",217800,3,0.198019802,5,0,4,0.783,0.28,0.379,2.72E-06,0.345,-9.532,0.0336,0.303,81.022
"You're A Mean One, Mr. Grinch",Home For The Holidays,10/27/14,12,54,"Darius Rucker,",207613,4,-0.11627907,7,1,4,0.262,0.618,0.5,0,0.0912,-8.47,0.0393,0.741,109.664
"Baby, It's Cold Outside",Home For The Holidays,10/27/14,12,36,"Darius Rucker,Sheryl Crow,",225533,5,0.098159509,1,1,4,0.568,0.631,0.535,0,0.0786,-8.96,0.0404,0.512,118.712
I'll Be Home For Christmas,Home For The Holidays,10/27/14,12,42,"Darius Rucker,",233306,6,0.22,9,1,4,0.463,0.363,0.385,4.62E-06,0.308,-9.012,0.0266,0.116,92.153
"O Come, All Ye Faithful",Home For The Holidays,10/27/14,12,35,"Darius Rucker,",245360,7,0.590909091,6,1,4,0.733,0.453,0.304,1.91E-05,0.0986,-8.129,0.0269,0.224,102.593
Winter Wonderland,Home For The Holidays,10/27/14,12,35,"Darius Rucker,",168213,8,0.168539326,2,1,4,0.248,0.618,0.856,9.59E-06,0.0816,-6.085,0.032,0.712,132.235
